State,City,Violent_Crime
PENNSYLVANIA,Bryn Athyn,2.0
PENNSYLVANIA,Buckingham Township,1.0
PENNSYLVANIA,Buffalo Township,11.0
PENNSYLVANIA,Buffalo Valley Regional,4.0
PENNSYLVANIA,Burgettstown,5.0
PENNSYLVANIA,Bushkill Township,26.0
PENNSYLVANIA,Butler,40.0
PENNSYLVANIA,"Butler Township, Butler County",25.0
PENNSYLVANIA,"Butler Township, Luzerne County",8.0
PENNSYLVANIA,"Butler Township, Schuylkill County",0.0
PENNSYLVANIA,"Caernarvon Township, Berks County",14.0
PENNSYLVANIA,California,18.0
PENNSYLVANIA,Callery,0.0
PENNSYLVANIA,Caln Township,39.0
PENNSYLVANIA,Cambria Township,7.0
PENNSYLVANIA,Cambridge Springs,2.0
PENNSYLVANIA,Camp Hill,2.0
PENNSYLVANIA,Canonsburg,13.0
PENNSYLVANIA,Canton,10.0
PENNSYLVANIA,Carbondale,14.0
PENNSYLVANIA,Carlisle,18.0
PENNSYLVANIA,Carmichaels,0.0
PENNSYLVANIA,Carnegie,11.0
PENNSYLVANIA,Carrolltown,5.0
PENNSYLVANIA,"Carroll Township, Washington County",21.0
PENNSYLVANIA,Brookhaven,19.0
PENNSYLVANIA,"Bethel Township, Berks County",0.0
PENNSYLVANIA,Brockway,6.0
PENNSYLVANIA,Bristol,31.0
PENNSYLVANIA,Bethlehem,207.0
PENNSYLVANIA,Bethlehem Township,18.0
PENNSYLVANIA,Biglerville,0.0
PENNSYLVANIA,Birdsboro,3.0
PENNSYLVANIA,Birmingham Township,0.0
PENNSYLVANIA,Blacklick Township,0.0
PENNSYLVANIA,Blairsville,11.0
PENNSYLVANIA,Blair Township,3.0
PENNSYLVANIA,Blakely,6.0
PENNSYLVANIA,Blawnox,0.0
PENNSYLVANIA,Bloomsburg Town,35.0
PENNSYLVANIA,Blossburg,2.0
PENNSYLVANIA,Bonneauville,3.0
PENNSYLVANIA,Boyertown,2.0
PENNSYLVANIA,Brackenridge,4.0
PENNSYLVANIA,Braddock,15.0
PENNSYLVANIA,Braddock Hills,0.0
PENNSYLVANIA,Bradford,84.0
PENNSYLVANIA,Bradford Township,11.0
PENNSYLVANIA,Branch Township,0.0
PENNSYLVANIA,"Brecknock Township, Berks County",3.0
PENNSYLVANIA,Brentwood,21.0
PENNSYLVANIA,Briar Creek Township,8.0
PENNSYLVANIA,Bridgeport,15.0
PENNSYLVANIA,Bridgeville,6.0
PENNSYLVANIA,Bridgewater,4.0
PENNSYLVANIA,Brighton Township,15.0
PENNSYLVANIA,Bristol Township,95.0
PENNSYLVANIA,Ebensburg,2.0
PENNSYLVANIA,Darlington Township,0.0
PENNSYLVANIA,Eddystone,24.0
PENNSYLVANIA,Kingston Township,9.0
PENNSYLVANIA,Kiskiminetas Township,1.0
PENNSYLVANIA,Kline Township,0.0
PENNSYLVANIA,Knox,0.0
PENNSYLVANIA,Koppel,4.0
PENNSYLVANIA,Kulpmont,6.0
PENNSYLVANIA,Kutztown,8.0
PENNSYLVANIA,Lake City,0.0
PENNSYLVANIA,Lamar Township,0.0
PENNSYLVANIA,Lancaster,419.0
PENNSYLVANIA,"Lancaster Township, Butler County",0.0
PENNSYLVANIA,"Lancaster Township, Lancaster County",36.0
PENNSYLVANIA,Lanesboro,4.0
PENNSYLVANIA,Langhorne Borough,3.0
PENNSYLVANIA,Langhorne Manor,0.0
PENNSYLVANIA,Lansdale,15.0
PENNSYLVANIA,Lansdowne,26.0
PENNSYLVANIA,Lansford,16.0
PENNSYLVANIA,Latimore Township,1.0
PENNSYLVANIA,Latrobe,24.0
PENNSYLVANIA,Economy,2.0
PENNSYLVANIA,Lawrence Park Township,7.0
PENNSYLVANIA,"Lawrence Township, Clearfield County",31.0
PENNSYLVANIA,"Lawrence Township, Tioga County",3.0
PENNSYLVANIA,Lawrenceville,1.0
PENNSYLVANIA,Lebanon,83.0
PENNSYLVANIA,Leechburg,4.0
PENNSYLVANIA,Kingston,23.0
PENNSYLVANIA,Leetsdale,1.0
PENNSYLVANIA,Kilbuck Township,0.0
PENNSYLVANIA,Kennett Township,2.0
PENNSYLVANIA,Indiana,117.0
PENNSYLVANIA,Indiana Township,3.0
PENNSYLVANIA,Indian Lake,0.0
PENNSYLVANIA,Ingram,3.0
PENNSYLVANIA,Irwin,18.0
PENNSYLVANIA,Ivyland,0.0
PENNSYLVANIA,"Jackson Township, Butler County",0.0
PENNSYLVANIA,"Jackson Township, Cambria County",1.0
PENNSYLVANIA,"Jackson Township, Luzerne County",1.0
PENNSYLVANIA,Jamestown,1.0
PENNSYLVANIA,Jeannette,10.0
PENNSYLVANIA,Jefferson Hills Borough,20.0
PENNSYLVANIA,"Jefferson Township, Lackawanna County",0.0
PENNSYLVANIA,"Jefferson Township, Mercer County",0.0
PENNSYLVANIA,"Jefferson Township, Washington County",1.0
PENNSYLVANIA,Jenkins Township,4.0
PENNSYLVANIA,Jenkintown,10.0
PENNSYLVANIA,Jennerstown,0.0
PENNSYLVANIA,Jermyn,10.0
PENNSYLVANIA,Jessup,5.0
PENNSYLVANIA,Jim Thorpe,19.0
PENNSYLVANIA,Johnsonburg,10.0
PENNSYLVANIA,Johnstown,240.0
PENNSYLVANIA,Kane,2.0
PENNSYLVANIA,Kenhorst,8.0
PENNSYLVANIA,Kennedy Township,21.0
PENNSYLVANIA,Kennett Square,10.0
PENNSYLVANIA,Kidder Township,14.0
PENNSYLVANIA,"Independence Township, Beaver County",2.0
PENNSYLVANIA,Leet Township,5.0
PENNSYLVANIA,Lehigh Township,3.0
PENNSYLVANIA,Lower Swatara Township,16.0
PENNSYLVANIA,Lower Windsor Township,6.0
PENNSYLVANIA,Luzerne,2.0
PENNSYLVANIA,Luzerne Township,0.0
PENNSYLVANIA,Lykens,0.0
PENNSYLVANIA,Macungie,0.0
PENNSYLVANIA,Mahanoy City,4.0
PENNSYLVANIA,Mahanoy Township,1.0
PENNSYLVANIA,"Mahoning Township, Carbon County",13.0
PENNSYLVANIA,"Mahoning Township, Lawrence County",1.0
PENNSYLVANIA,"Mahoning Township, Montour County",15.0
PENNSYLVANIA,Main Township,0.0
PENNSYLVANIA,Malvern,2.0
PENNSYLVANIA,Manheim,16.0
PENNSYLVANIA,Manheim Township,50.0
PENNSYLVANIA,Manor,1.0
PENNSYLVANIA,"Manor Township, Armstrong County",4.0
PENNSYLVANIA,"Manor Township, Lancaster County",24.0
PENNSYLVANIA,Mansfield,2.0
PENNSYLVANIA,Marcus Hook,29.0
PENNSYLVANIA,Marietta,9.0
PENNSYLVANIA,"Marion Township, Beaver County",0.0
PENNSYLVANIA,"Marion Township, Berks County",1.0
PENNSYLVANIA,Marlborough Township,1.0
PENNSYLVANIA,Marple Township,4.0
PENNSYLVANIA,Mars,1.0
PENNSYLVANIA,Martinsburg,0.0
PENNSYLVANIA,Lower Southampton Township,68.0
PENNSYLVANIA,Lehighton,9.0
PENNSYLVANIA,Lower Saucon Township,10.0
PENNSYLVANIA,Lower Providence Township,33.0
PENNSYLVANIA,"Lehigh Township, Northampton County",18.0
PENNSYLVANIA,Lehman Township,12.0
PENNSYLVANIA,Lewistown,36.0
PENNSYLVANIA,Liberty,1.0
PENNSYLVANIA,"Liberty Township, Adams County",0.0
PENNSYLVANIA,Ligonier,4.0
PENNSYLVANIA,Ligonier Township,8.0
PENNSYLVANIA,Limerick Township,8.0
PENNSYLVANIA,Lincoln,0.0
PENNSYLVANIA,Linesville,1.0
PENNSYLVANIA,Lititz,8.0
PENNSYLVANIA,Little Beaver Township,0.0
PENNSYLVANIA,Littlestown,8.0
PENNSYLVANIA,Lock Haven,20.0
PENNSYLVANIA,Locust Township,9.0
PENNSYLVANIA,Logan Township,16.0
PENNSYLVANIA,Lower Allen Township,14.0
PENNSYLVANIA,Lower Burrell,9.0
PENNSYLVANIA,Lower Frederick Township,3.0
PENNSYLVANIA,Lower Gwynedd Township,3.0
PENNSYLVANIA,Lower Heidelberg Township,11.0
PENNSYLVANIA,Lower Mahanoy Township,0.0
PENNSYLVANIA,Lower Makefield Township,10.0
PENNSYLVANIA,Lower Merion Township,32.0
PENNSYLVANIA,Lower Moreland Township,4.0
PENNSYLVANIA,Lower Paxton Township,87.0
PENNSYLVANIA,Lower Pottsgrove Township,39.0
PENNSYLVANIA,Lower Salford Township,7.0
PENNSYLVANIA,Independence Township,0.0
PENNSYLVANIA,Laureldale,5.0
PENNSYLVANIA,Hummelstown,10.0
PENNSYLVANIA,Ferguson Township,8.0
PENNSYLVANIA,Ferndale,0.0
PENNSYLVANIA,Findlay Township,9.0
PENNSYLVANIA,Fleetwood,16.0
PENNSYLVANIA,Folcroft,32.0
PENNSYLVANIA,Ford City,0.0
PENNSYLVANIA,Forest City,3.0
PENNSYLVANIA,Forest Hills,5.0
PENNSYLVANIA,Forks Township,8.0
PENNSYLVANIA,Forty Fort,5.0
PENNSYLVANIA,Forward Township,2.0
PENNSYLVANIA,"Foster Township, McKean County",2.0
PENNSYLVANIA,"Foster Township, Schuylkill County",2.0
PENNSYLVANIA,Fountain Hill,7.0
PENNSYLVANIA,Fox Chapel,0.0
PENNSYLVANIA,Frackville,9.0
PENNSYLVANIA,Franconia Township,3.0
PENNSYLVANIA,Franklin,12.0
PENNSYLVANIA,Franklin Park,3.0
PENNSYLVANIA,"Franklin Township, Beaver County",7.0
PENNSYLVANIA,"Franklin Township, Carbon County",21.0
PENNSYLVANIA,"Franklin Township, Columbia County",0.0
PENNSYLVANIA,Frazer Township,0.0
PENNSYLVANIA,Freedom,4.0
PENNSYLVANIA,Freedom Township,1.0
PENNSYLVANIA,Freeland,5.0
PENNSYLVANIA,Freemansburg,0.0
PENNSYLVANIA,Fayette City,0.0
PENNSYLVANIA,Freeport,1.0
PENNSYLVANIA,Fawn Township,4.0
PENNSYLVANIA,"Falls Township, Bucks County",42.0
PENNSYLVANIA,Edgewood,2.0
PENNSYLVANIA,Edgeworth,2.0
PENNSYLVANIA,Edinboro,4.0
PENNSYLVANIA,Edwardsville,22.0
PENNSYLVANIA,Elderton,0.0
PENNSYLVANIA,Elizabeth,11.0
PENNSYLVANIA,Huntingdon,22.0
PENNSYLVANIA,Elizabeth Township,9.0
PENNSYLVANIA,Elkland,6.0
PENNSYLVANIA,Ellwood City,10.0
PENNSYLVANIA,Emlenton Borough,0.0
PENNSYLVANIA,Emmaus,7.0
PENNSYLVANIA,Emporium,3.0
PENNSYLVANIA,Emsworth,1.0
PENNSYLVANIA,Ephrata,23.0
PENNSYLVANIA,Ephrata Township,10.0
PENNSYLVANIA,Erie,299.0
PENNSYLVANIA,Etna,5.0
PENNSYLVANIA,Evans City-Seven Fields Regional,1.0
PENNSYLVANIA,Everett,2.0
PENNSYLVANIA,Everson,1.0
PENNSYLVANIA,Exeter,12.0
PENNSYLVANIA,"Exeter Township, Berks County",24.0
PENNSYLVANIA,"Exeter Township, Luzerne County",2.0
PENNSYLVANIA,Fairfield,2.0
PENNSYLVANIA,"Fairview Township, Luzerne County",0.0
PENNSYLVANIA,"Fairview Township, York County",39.0
PENNSYLVANIA,Farrell,48.0
PENNSYLVANIA,Gaines Township,0.0
PENNSYLVANIA,Elizabethtown,21.0
PENNSYLVANIA,Gallitzin,0.0
PENNSYLVANIA,Hatfield Township,22.0
PENNSYLVANIA,Haverford Township,24.0
PENNSYLVANIA,Hawley,0.0
PENNSYLVANIA,Hazleton,117.0
PENNSYLVANIA,Hegins Township,10.0
PENNSYLVANIA,Hellam Township,12.0
PENNSYLVANIA,Hellertown,17.0
PENNSYLVANIA,Hemlock Township,3.0
PENNSYLVANIA,"Hempfield Township, Mercer County",21.0
PENNSYLVANIA,Hermitage,19.0
PENNSYLVANIA,Hickory Township,2.0
PENNSYLVANIA,Highland Township,0.0
PENNSYLVANIA,Highspire,16.0
PENNSYLVANIA,Hilltown Township,10.0
PENNSYLVANIA,Hollidaysburg,18.0
PENNSYLVANIA,Homer City,0.0
PENNSYLVANIA,Homestead,25.0
PENNSYLVANIA,Honesdale,8.0
PENNSYLVANIA,Honey Brook,1.0
PENNSYLVANIA,Hooversville,2.0
PENNSYLVANIA,Hopewell Township,22.0
PENNSYLVANIA,Horsham Township,7.0
PENNSYLVANIA,Houston,0.0
PENNSYLVANIA,Hughestown,2.0
PENNSYLVANIA,Hughesville,0.0
PENNSYLVANIA,Hulmeville,0.0
PENNSYLVANIA,Galeton,9.0
PENNSYLVANIA,Hatboro,7.0
PENNSYLVANIA,Hastings,4.0
PENNSYLVANIA,Heidelberg,2.0
PENNSYLVANIA,Hartleton,0.0
PENNSYLVANIA,Gallitzin Township,0.0
PENNSYLVANIA,Geistown,0.0
PENNSYLVANIA,Gettysburg,30.0
PENNSYLVANIA,Girard,12.0
PENNSYLVANIA,Girardville,3.0
PENNSYLVANIA,Glassport,9.0
PENNSYLVANIA,Harveys Lake,4.0
PENNSYLVANIA,Glenolden,11.0
PENNSYLVANIA,Granville Township,0.0
PENNSYLVANIA,Great Bend,0.0
PENNSYLVANIA,Greene County Regional Police Department,1.0
PENNSYLVANIA,Greenfield Township,0.0
PENNSYLVANIA,Greensburg,58.0
PENNSYLVANIA,Green Tree,6.0
PENNSYLVANIA,"Greenfield Township, Blair County",1.0
PENNSYLVANIA,Greenwood Township,1.0
PENNSYLVANIA,Harrisville,0.0
PENNSYLVANIA,Harrisburg,531.0
PENNSYLVANIA,Harmony Township,7.0
PENNSYLVANIA,Harmar Township,5.0
PENNSYLVANIA,Greenville,30.0
PENNSYLVANIA,Hanover,49.0
PENNSYLVANIA,"Hanover Township, Luzerne County",41.0
PENNSYLVANIA,Hampton Township,14.0
PENNSYLVANIA,Hampden Township,10.0
PENNSYLVANIA,Hamburg,13.0
PENNSYLVANIA,Halifax,0.0
PENNSYLVANIA,Grove City,9.0
RHODE ISLAND,North Providence,38.0
RHODE ISLAND,North Smithfield,13.0
RHODE ISLAND,Richmond,4.0
RHODE ISLAND,Portsmouth,7.0
RHODE ISLAND,Providence,819.0
RHODE ISLAND,North Kingstown,10.0
RHODE ISLAND,Scituate,8.0
RHODE ISLAND,Woonsocket,246.0
RHODE ISLAND,South Kingstown,16.0
RHODE ISLAND,Tiverton,16.0
RHODE ISLAND,Warren,18.0
RHODE ISLAND,Warwick,73.0
RHODE ISLAND,Westerly,17.0
RHODE ISLAND,West Greenwich,5.0
RHODE ISLAND,West Warwick,65.0
RHODE ISLAND,New Shoreham,4.0
RHODE ISLAND,Smithfield,21.0
RHODE ISLAND,Newport,85.0
RHODE ISLAND,Pawtucket,321.0
RHODE ISLAND,Middletown,13.0
RHODE ISLAND,Narragansett,8.0
RHODE ISLAND,Barrington,8.0
RHODE ISLAND,Burrillville,19.0
RHODE ISLAND,Central Falls,83.0
RHODE ISLAND,Charlestown,7.0
RHODE ISLAND,Coventry,35.0
RHODE ISLAND,Cranston,118.0
RHODE ISLAND,Cumberland,23.0
RHODE ISLAND,Bristol,10.0
RHODE ISLAND,East Providence,50.0
RHODE ISLAND,Foster,6.0
RHODE ISLAND,Glocester,5.0
RHODE ISLAND,Hopkinton,4.0
RHODE ISLAND,Jamestown,3.0
RHODE ISLAND,Johnston,40.0
RHODE ISLAND,Lincoln,17.0
RHODE ISLAND,East Greenwich,10.0
RHODE ISLAND,Little Compton,2.0
SOUTH CAROLINA,Ninety Six,5.0
SOUTH CAROLINA,North,10.0
SOUTH CAROLINA,North Augusta,43.0
SOUTH CAROLINA,North Charleston,1039.0
SOUTH CAROLINA,North Myrtle Beach,105.0
SOUTH CAROLINA,Olanta,4.0
SOUTH CAROLINA,Port Royal,16.0
SOUTH CAROLINA,Pelion,1.0
SOUTH CAROLINA,Pickens,26.0
SOUTH CAROLINA,Prosperity,6.0
SOUTH CAROLINA,Quinby,0.0
SOUTH CAROLINA,Ridgeland,9.0
SOUTH CAROLINA,New Ellenton,9.0
SOUTH CAROLINA,Orangeburg,170.0
SOUTH CAROLINA,Newberry,91.0
SOUTH CAROLINA,Manning,33.0
SOUTH CAROLINA,Mullins,26.0
SOUTH CAROLINA,Lake City,75.0
SOUTH CAROLINA,Landrum,10.0
SOUTH CAROLINA,Latta,20.0
SOUTH CAROLINA,Laurens,86.0
SOUTH CAROLINA,Lexington,79.0
SOUTH CAROLINA,Liberty,7.0
SOUTH CAROLINA,Loris,21.0
SOUTH CAROLINA,Lyman,30.0
SOUTH CAROLINA,Ridge Spring,2.0
SOUTH CAROLINA,Marion,98.0
SOUTH CAROLINA,Mauldin,42.0
SOUTH CAROLINA,McColl,21.0
SOUTH CAROLINA,McCormick,10.0
SOUTH CAROLINA,Moncks Corner,68.0
SOUTH CAROLINA,Mount Pleasant,138.0
SOUTH CAROLINA,Myrtle Beach,473.0
SOUTH CAROLINA,Rock Hill,361.0
SOUTH CAROLINA,St. Stephen,10.0
SOUTH CAROLINA,Salley,0.0
SOUTH CAROLINA,Ware Shoals,35.0
SOUTH CAROLINA,Wellford,1.0
SOUTH CAROLINA,West Columbia,181.0
SOUTH CAROLINA,Westminster,13.0
SOUTH CAROLINA,West Pelzer,1.0
SOUTH CAROLINA,West Union,0.0
SOUTH CAROLINA,Walterboro,38.0
SOUTH CAROLINA,Whitmire,6.0
SOUTH CAROLINA,Williston,24.0
SOUTH CAROLINA,Winnsboro,19.0
SOUTH CAROLINA,Woodruff,15.0
SOUTH CAROLINA,Yemassee,15.0
SOUTH CAROLINA,York,71.0
SOUTH CAROLINA,Kingstree,32.0
SOUTH CAROLINA,Williamston,16.0
SOUTH CAROLINA,Walhalla,9.0
SOUTH CAROLINA,Union,73.0
SOUTH CAROLINA,Turbeville,1.0
SOUTH CAROLINA,Saluda,16.0
SOUTH CAROLINA,Seneca,40.0
SOUTH CAROLINA,Simpsonville,41.0
SOUTH CAROLINA,South Congaree,12.0
SOUTH CAROLINA,Springdale,18.0
SOUTH CAROLINA,St. George,12.0
SOUTH CAROLINA,St. Matthews,13.0
SOUTH CAROLINA,Sullivans Island,1.0
SOUTH CAROLINA,Summerton,7.0
SOUTH CAROLINA,Summerville,140.0
SOUTH CAROLINA,Sumter,366.0
SOUTH CAROLINA,Surfside Beach,7.0
SOUTH CAROLINA,Swansea,14.0
SOUTH CAROLINA,Tega Cay,7.0
SOUTH CAROLINA,Travelers Rest,3.0
SOUTH CAROLINA,Salem,0.0
SOUTH CAROLINA,Jonesville,5.0
SOUTH CAROLINA,Pawleys Island,1.0
SOUTH CAROLINA,Johnsonville,2.0
SOUTH CAROLINA,Cameron,1.0
SOUTH CAROLINA,Cayce,112.0
SOUTH CAROLINA,Central,5.0
SOUTH CAROLINA,Chapin,4.0
SOUTH CAROLINA,Cheraw,58.0
SOUTH CAROLINA,Chesnee,4.0
SOUTH CAROLINA,Camden,93.0
SOUTH CAROLINA,Chester,65.0
SOUTH CAROLINA,Clinton,86.0
SOUTH CAROLINA,Clover,12.0
SOUTH CAROLINA,Columbia,986.0
SOUTH CAROLINA,Conway,141.0
SOUTH CAROLINA,Coward,0.0
SOUTH CAROLINA,Cowpens,5.0
SOUTH CAROLINA,Chesterfield,10.0
SOUTH CAROLINA,Darlington,67.0
SOUTH CAROLINA,Calhoun Falls,7.0
SOUTH CAROLINA,Branchville,3.0
SOUTH CAROLINA,Abbeville,33.0
SOUTH CAROLINA,Aiken,120.0
SOUTH CAROLINA,Allendale,35.0
SOUTH CAROLINA,Aynor,3.0
SOUTH CAROLINA,Bamberg,17.0
SOUTH CAROLINA,Barnwell,55.0
SOUTH CAROLINA,Burnettown,0.0
SOUTH CAROLINA,Batesburg-Leesville,92.0
SOUTH CAROLINA,Belton,3.0
SOUTH CAROLINA,Bennettsville,64.0
SOUTH CAROLINA,Bishopville,32.0
SOUTH CAROLINA,Blacksburg,12.0
SOUTH CAROLINA,Blackville,24.0
SOUTH CAROLINA,Bluffton,50.0
SOUTH CAROLINA,Beaufort,81.0
SOUTH CAROLINA,Denmark,9.0
SOUTH CAROLINA,Charleston,415.0
SOUTH CAROLINA,Duncan,3.0
SOUTH CAROLINA,Greenwood,392.0
SOUTH CAROLINA,Greer,134.0
SOUTH CAROLINA,Hampton,21.0
SOUTH CAROLINA,Hanahan,60.0
SOUTH CAROLINA,Hardeeville,45.0
SOUTH CAROLINA,Hartsville,114.0
SOUTH CAROLINA,Hemingway,5.0
SOUTH CAROLINA,Holly Hill,8.0
SOUTH CAROLINA,Honea Path,8.0
SOUTH CAROLINA,Inman,12.0
SOUTH CAROLINA,Due West,4.0
SOUTH CAROLINA,Isle of Palms,2.0
SOUTH CAROLINA,Iva,10.0
SOUTH CAROLINA,Jackson,3.0
SOUTH CAROLINA,Jamestown,2.0
SOUTH CAROLINA,Greenville,368.0
SOUTH CAROLINA,Great Falls,6.0
SOUTH CAROLINA,Irmo,64.0
SOUTH CAROLINA,Georgetown,98.0
SOUTH CAROLINA,Goose Creek,105.0
SOUTH CAROLINA,Easley,105.0
SOUTH CAROLINA,Edgefield,10.0
SOUTH CAROLINA,Elgin,3.0
SOUTH CAROLINA,Elloree,1.0
SOUTH CAROLINA,Estill,62.0
SOUTH CAROLINA,Johnston,6.0
SOUTH CAROLINA,Edisto Beach,2.0
SOUTH CAROLINA,Forest Acres,50.0
SOUTH CAROLINA,Fort Lawn,5.0
SOUTH CAROLINA,Fort Mill,31.0
SOUTH CAROLINA,Fountain Inn,38.0
SOUTH CAROLINA,Gaffney,104.0
SOUTH CAROLINA,Florence,362.0
SOUTH CAROLINA,Gaston,0.0
SOUTH DAKOTA,Sioux Falls,788.0
SOUTH DAKOTA,Scotland,0.0
SOUTH DAKOTA,Rosholt,0.0
SOUTH DAKOTA,Rapid City,492.0
SOUTH DAKOTA,Philip,0.0
SOUTH DAKOTA,Pierre,70.0
SOUTH DAKOTA,Parkston,0.0
SOUTH DAKOTA,North Sioux City,1.0
SOUTH DAKOTA,Sisseton,2.0
SOUTH DAKOTA,Murdo,2.0
SOUTH DAKOTA,Platte,0.0
SOUTH DAKOTA,Spearfish,25.0
SOUTH DAKOTA,Viborg,0.0
SOUTH DAKOTA,Sturgis,21.0
SOUTH DAKOTA,Summerset,1.0
SOUTH DAKOTA,Tea,8.0
SOUTH DAKOTA,Tripp,0.0
SOUTH DAKOTA,Tyndall,0.0
SOUTH DAKOTA,Vermillion,26.0
SOUTH DAKOTA,Wagner,6.0
SOUTH DAKOTA,Watertown,67.0
SOUTH DAKOTA,Whitewood,0.0
SOUTH DAKOTA,Winner,13.0
SOUTH DAKOTA,Yankton,75.0
SOUTH DAKOTA,Mitchell,81.0
SOUTH DAKOTA,Springfield,0.0
SOUTH DAKOTA,Miller,1.0
SOUTH DAKOTA,Webster,0.0
SOUTH DAKOTA,Martin,16.0
SOUTH DAKOTA,Menno,0.0
SOUTH DAKOTA,Aberdeen,124.0
SOUTH DAKOTA,Alcester,0.0
SOUTH DAKOTA,Avon,0.0
SOUTH DAKOTA,Belle Fourche,13.0
SOUTH DAKOTA,Beresford,2.0
SOUTH DAKOTA,Box Elder,43.0
SOUTH DAKOTA,Brookings,46.0
SOUTH DAKOTA,Burke,0.0
SOUTH DAKOTA,Canton,8.0
SOUTH DAKOTA,Centerville,0.0
SOUTH DAKOTA,Chamberlain,19.0
SOUTH DAKOTA,Brandon,11.0
SOUTH DAKOTA,Deadwood,1.0
SOUTH DAKOTA,Madison,10.0
SOUTH DAKOTA,Clark,2.0
SOUTH DAKOTA,Kimball,0.0
SOUTH DAKOTA,Kadoka,2.0
SOUTH DAKOTA,Jefferson,1.0
SOUTH DAKOTA,Huron,56.0
SOUTH DAKOTA,Lead,6.0
SOUTH DAKOTA,Hermosa,0.0
SOUTH DAKOTA,Freeman,1.0
SOUTH DAKOTA,Flandreau,9.0
SOUTH DAKOTA,Faith,0.0
SOUTH DAKOTA,Hot Springs,11.0
TENNESSEE,Norris,6.0
TENNESSEE,Nolensville,16.0
TENNESSEE,Niota,1.0
TENNESSEE,New Tazewell,8.0
TENNESSEE,Newport,60.0
TENNESSEE,Newbern,13.0
TENNESSEE,New Johnsonville,1.0
TENNESSEE,Murfreesboro,613.0
TENNESSEE,Munford,27.0
TENNESSEE,Mount Pleasant,19.0
TENNESSEE,Mount Juliet,72.0
TENNESSEE,New Market,1.0
TENNESSEE,Oakland,3.0
TENNESSEE,Plainview,1.0
TENNESSEE,Obion,1.0
TENNESSEE,Oliver Springs,5.0
TENNESSEE,Oneida,18.0
TENNESSEE,Paris,45.0
TENNESSEE,Parsons,8.0
TENNESSEE,Petersburg,0.0
TENNESSEE,Pigeon Forge,55.0
TENNESSEE,Pikeville,6.0
TENNESSEE,Piperton,6.0
TENNESSEE,Pittman Center,0.0
TENNESSEE,Mount Carmel,8.0
TENNESSEE,Pleasant View,3.0
TENNESSEE,Oak Ridge,164.0
TENNESSEE,Mountain City,4.0
TENNESSEE,McMinnville,86.0
TENNESSEE,Morristown,242.0
TENNESSEE,Lenoir City,26.0
TENNESSEE,Lewisburg,80.0
TENNESSEE,Lexington,43.0
TENNESSEE,Livingston,11.0
TENNESSEE,Lookout Mountain,0.0
TENNESSEE,Loretto,5.0
TENNESSEE,Loudon,4.0
TENNESSEE,Madisonville,22.0
TENNESSEE,Manchester,62.0
TENNESSEE,Martin,27.0
TENNESSEE,Maryville,47.0
TENNESSEE,Mason,3.0
TENNESSEE,Maury City,5.0
TENNESSEE,Maynardville,8.0
TENNESSEE,McEwen,3.0
TENNESSEE,McKenzie,8.0
TENNESSEE,Portland,36.0
TENNESSEE,Medina,11.0
TENNESSEE,Memphis,12674.0
TENNESSEE,Metropolitan Nashville Police Department,7641.0
TENNESSEE,Middleton,0.0
TENNESSEE,Milan,49.0
TENNESSEE,Millersville,22.0
TENNESSEE,Millington,101.0
TENNESSEE,Minor Hill,1.0
TENNESSEE,Monteagle,6.0
TENNESSEE,Monterey,11.0
TENNESSEE,Moscow,5.0
TENNESSEE,Pulaski,59.0
TENNESSEE,Saltillo,1.0
TENNESSEE,Red Bank,52.0
TENNESSEE,Tazewell,10.0
TENNESSEE,Tellico Plains,15.0
TENNESSEE,Tiptonville,8.0
TENNESSEE,Toone,2.0
TENNESSEE,Townsend,6.0
TENNESSEE,Tracy City,3.0
TENNESSEE,Trenton,20.0
TENNESSEE,Trezevant,1.0
TENNESSEE,Trimble,4.0
TENNESSEE,Troy,2.0
TENNESSEE,Tullahoma,106.0
TENNESSEE,Tusculum,0.0
TENNESSEE,Sweetwater,51.0
TENNESSEE,Vonore,10.0
TENNESSEE,Wartrace,0.0
TENNESSEE,Watertown,1.0
TENNESSEE,Waverly,9.0
TENNESSEE,Waynesboro,5.0
TENNESSEE,Westmoreland,15.0
TENNESSEE,White Bluff,15.0
TENNESSEE,White House,36.0
TENNESSEE,White Pine,6.0
TENNESSEE,Whiteville,14.0
TENNESSEE,Whitwell,8.0
TENNESSEE,Winchester,54.0
TENNESSEE,Lebanon,185.0
TENNESSEE,Wartburg,7.0
TENNESSEE,Surgoinsville,0.0
TENNESSEE,St. Joseph,0.0
TENNESSEE,Spring Hill,43.0
TENNESSEE,Red Boiling Springs,9.0
TENNESSEE,Ridgely,6.0
TENNESSEE,Ridgetop,2.0
TENNESSEE,Ripley,70.0
TENNESSEE,Rockwood,36.0
TENNESSEE,Rocky Top,12.0
TENNESSEE,Rogersville,23.0
TENNESSEE,Rossville,1.0
TENNESSEE,Rutherford,9.0
TENNESSEE,Rutledge,1.0
TENNESSEE,Savannah,81.0
TENNESSEE,Scotts Hill,2.0
TENNESSEE,Selmer,40.0
TENNESSEE,Sevierville,92.0
TENNESSEE,Sharon,1.0
TENNESSEE,Shelbyville,153.0
TENNESSEE,Signal Mountain,6.0
TENNESSEE,Smithville,18.0
TENNESSEE,Woodbury,13.0
TENNESSEE,Somerville,24.0
TENNESSEE,South Carthage,7.0
TENNESSEE,South Fulton,20.0
